Bin	Phylum	Depth	TvC20	TvC40	cynS	nit	URE	amiF	mauAB	qhpA	amo_pmo	hao	nxrAB	narGH	napA	narB	nasA	nirB	nrfA	nirA	nirK	norB	nosZ	xoxF	Fal1	Fal2	Fal3	Fal4	Frm1	Frm2	Frm3	coxL.I	acs
14_0927_05_40cm_Bacteria_2305_68_11	Chloroflexi	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
14_0927_05_40cm_Bacteria_2310_66_7	RIF-WS3X	Increase	Neither	Decrease	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
14_0927_05_40cm_Bacteria_2314_68_10	Chloroflexi	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1
14_0927_05_40cm_Bacteria_2339_67_7	Chloroflexi	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
14_0927_05_40cm_Bacteria_2349_55_8	Verrucomicrobia	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_0927_05_40cm_Bacteria_2367_66_6	Chloroflexi	Increase	Neither	Neither	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
14_0927_05_40cm_Rokubacteria_2323_69_8	Rokubacteria	Increase	Neither	Neither	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1
14_0927_05_40cm_Verrucomicrobia_2334_55_12	Verrucomicrobia	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_0927_09_20cm_Acidobacteria_6034_64_8	Acidobacteria	Neither	Decrease	Decrease	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1
14_0927_09_20cm_Bacteria_6025_66_9	Chloroflexi	Decrease	Neither	Neither	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_0927_09_20cm_Bacteria_6029_68_7	Chloroflexi	Decrease	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_0927_09_20cm_Bacteria_6032_66_9	Chloroflexi	Decrease	Neither	Increase	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
14_0927_09_20cm_Bacteria_6036_55_7	Verrucomicrobia	Decrease	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_0927_09_20cm_Bacteria_6038_66_8	Chloroflexi	Neither	Decrease	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
14_0927_09_20cm_Betaproteobacteria_6059_67_8	Betaproteobacteria	Decrease	Decrease	Neither	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1
14_0927_09_20cm_Euryarchaeota_6086_64_13	Euryarchaeota	Increase	Neither	Neither	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_0927_09_40cm_Actinobacteria_6174_67_9	Actinobacteria	Increase	Neither	Neither	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1
14_0927_09_40cm_Bacteria_6155_68_24	Gemmatimonadetes	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	1	0	1
14_0927_09_40cm_Bacteria_6180_67_14	Chloroflexi	Increase	Decrease	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1
14_0927_09_40cm_Bacteria_6194_63_9	Chloroflexi	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_0927_09_40cm_Bacteria_6219_72_10	Deltaproteobacteria	Increase	Neither	Neither	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1
14_0927_09_40cm_Candidatus_Nitrososphaera_gargensis_6162_48_8	Thaumarchaeota	Increase	Neither	Neither	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
14_0927_09_40cm_Verrucomicrobia_6186_55_17	Verrucomicrobia	Neither	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_0927_12_20cm_Alphaproteobacteria_6330_65_13	Alphaproteobacteria	Decrease	Neither	Neither	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1
14_0927_12_20cm_Bacteria_10555_57_16	Acidobacteria	Neither	Decrease	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1
14_0927_12_20cm_Bacteria_10576_70_8	Chloroflexi	Increase	Decrease	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
14_0927_12_20cm_Bacteria_6328_66_16	Chloroflexi	Decrease	Decrease	Neither	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
14_0927_12_20cm_Bacteria_6329_70_21	Chloroflexi	Neither	Decrease	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1
14_0927_12_20cm_Bacteria_6334_66_10	Chloroflexi	Neither	Decrease	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1
14_0927_12_20cm_Bacteria_6337_66_10	Chloroflexi	Neither	Neither	Neither	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
14_0927_12_20cm_Bacteria_6339_54_8	Acidobacteria	Decrease	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_0927_12_20cm_Bacteria_6349_56_8	Verrucomicrobia	Neither	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_0927_12_20cm_Bacteria_6356_55_8	Verrucomicrobia	Increase	Decrease	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_0927_12_20cm_Bacteria_6362_55_16	Verrucomicrobia	Decrease	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
14_0927_12_20cm_Bacteria_6366_65_7	Chloroflexi	Neither	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
14_0927_12_20cm_Bacteria_6367_73_6	Chloroflexi	Neither	Neither	Neither	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1
14_0927_12_20cm_Bacteria_6393_69_7	Actinobacteria	Neither	Decrease	Neither	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1
14_0927_12_20cm_Bacteria_6453_67_15	Chloroflexi	Neither	Decrease	Neither	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1
14_0927_12_20cm_Chloroflexi_6351_68_7	Chloroflexi	Decrease	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
14_0927_12_20cm_Deltaproteobacteria_10562_68_13	Deltaproteobacteria	Neither	Neither	Neither	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1
14_0927_12_20cm_Gemmatimonadetes_6374_68_7	Gemmatimonadetes	Neither	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1
14_0927_12_20cm_Ktedonobacter_racemifer_6382_54_7	Chloroflexi	Neither	Neither	Neither	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
14_0927_12_20cm_Proteobacteria_6345_65_7	Gammaproteobacteria	Neither	Neither	Neither	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	1
14_0927_12_20cm_Rokubacteria_6348_71_8	Rokubacteria	Neither	Neither	Neither	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1
14_0927_12_20cm_Rokubacteria_6355_71_8	Rokubacteria	Neither	Neither	Neither	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	1	0	1
14_0927_12_20cm_Verrucomicrobia_10548_59_7	Verrucomicrobia	Decrease	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1
14_0927_12_40cm_Acidobacteria_10611_58_16	Acidobacteria	Increase	Neither	Decrease	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_0927_12_40cm_Acidobacteria_6535_59_9	Acidobacteria	Neither	Neither	Neither	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
14_0927_12_40cm_Actinobacteria_6555_68_7	Actinobacteria	Increase	Neither	Neither	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1
14_0927_12_40cm_Archaea_6568_52_16	Bathyarchaeota	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
14_0927_12_40cm_Bacteria_6503_65_17	Chloroflexi	Increase	Neither	Neither	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
14_0927_12_40cm_Bacteria_6506_67_17	Chloroflexi	Neither	Neither	Neither	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1
14_0927_12_40cm_Bacteria_6509_66_7	Chloroflexi	Increase	Neither	Neither	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
14_0927_12_40cm_Bacteria_6525_71_6	Acidobacteria	Increase	Neither	Neither	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
14_0927_12_40cm_Bacteria_6538_55_7	Verrucomicrobia	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
14_0927_12_40cm_Bacteria_6541_66_9	Chloroflexi	Neither	Neither	Neither	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
14_0927_12_40cm_Bacteria_6572_56_7	Verrucomicrobia	Neither	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_0927_12_40cm_Bacteria_6602_66_6	Chloroflexi	Neither	Decrease	Neither	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
14_0927_12_40cm_Bacteria_6617_66_14	Chloroflexi	Increase	Decrease	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
14_0927_12_40cm_Deltaproteobacteria_6551_70_9	Deltaproteobacteria	Neither	Decrease	Neither	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1
14_0927_12_40cm_Nitrospirae_6508_63_25	Nitrospirae	Increase	Neither	Neither	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
14_0927_12_40cm_Proteobacteria_6516_68_7	Gammaproteobacteria	Decrease	Neither	Neither	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0
14_0927_12_40cm_Thaumarchaeota_6519_36_7	Thaumarchaeota	Neither	Neither	Neither	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
14_0927_12_40cm_unknown_6550_52_27	Bathyarchaeota	Neither	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
14_0929_02_20cm_Actinobacteria_2497_69_8	Actinobacteria	Decrease	Neither	Neither	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_0929_02_20cm_Archaea_2480_52_11	Bathyarchaeota	Neither	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
14_0929_02_20cm_Bacteria_2460_69_9	Chloroflexi	Decrease	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_0929_02_20cm_Bacteria_2503_67_8	Chloroflexi	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
14_0929_02_20cm_Bacteria_2527_55_10	Verrucomicrobia	Decrease	Increase	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1
14_0929_02_20cm_Betaproteobacteria_2465_65_10	Betaproteobacteria	Decrease	Neither	Neither	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	1	1	0	1
14_0929_02_30cm_Bacteria_2607_57_9	Acidobacteria	Neither	Neither	Neither	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1
14_0929_02_30cm_Bacteria_2615_69_23	Rokubacteria	Increase	Increase	Neither	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1
14_0929_02_30cm_Bacteria_2622_55_9	Verrucomicrobia	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_0929_02_30cm_Bacteria_2628_69_6	Chloroflexi	Decrease	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_0929_02_30cm_Bacteria_2641_56_6	Acidobacteria	Increase	Neither	Neither	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	1	1	0	0	0	0	1	1	0	1
14_0929_02_30cm_Bacteria_2665_67_5	RIF-WS3X	Increase	Increase	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
14_0929_02_30cm_Gemmatimonadetes_2652_66_8	Gemmatimonadetes	Neither	Increase	Increase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0
14_0929_02_30cm_Proteobacteria_2624_68_6	Gammaproteobacteria	Decrease	Neither	Neither	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	1
14_0929_02_40cm_Acidobacteria_2812_65_9	Acidobacteria	Increase	Increase	Neither	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	1	1
14_0929_02_40cm_Actinobacteria_2835_69_10	Actinobacteria	Increase	Neither	Neither	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
14_0929_02_40cm_Actinobacteria_2842_69_8	Actinobacteria	Increase	Neither	Neither	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1
14_0929_02_40cm_Archaea_2856_56_7	Thaumarchaeota	Increase	Neither	Neither	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
14_0929_02_40cm_Bacteria_2798_72_12	Deltaproteobacteria	Increase	Neither	Neither	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1
14_0929_02_40cm_Bacteria_2832_56_9	Verrucomicrobia	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
14_0929_02_40cm_Bacteria_2848_70_6	Chloroflexi	Increase	Decrease	Neither	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_0929_02_40cm_Bacteria_2850_67_8	Chloroflexi	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
14_0929_02_40cm_Bacteria_2914_73_14	Deltaproteobacteria	Increase	Neither	Neither	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
14_0929_02_40cm_Euryarchaeota_2820_68_8	Euryarchaeota	Increase	Neither	Neither	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
14_0929_02_40cm_Euryarchaeota_2838_66_7	Euryarchaeota	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
14_0929_02_40cm_Gemmatimonadetes_2814_69_9	Gemmatimonadetes	Increase	Increase	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1
14_0929_02_40cm_Rokubacteria_2797_69_23	Rokubacteria	Increase	Neither	Neither	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1
14_0929_05_20cm_Acidobacteria_2978_54_10	Acidobacteria	Decrease	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1
14_0929_05_20cm_Acidobacteria_2994_55_6	Acidobacteria	Decrease	Increase	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1
14_0929_05_20cm_Acidobacteria_3011_65_8	Acidobacteria	Neither	Decrease	Decrease	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1
14_0929_05_20cm_Actinobacteria_3089_70_8	Actinobacteria	Decrease	Neither	Neither	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_0929_05_20cm_Alphaproteobacteria_3018_65_8	Alphaproteobacteria	Decrease	Neither	Neither	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1
14_0929_05_20cm_Bacteria_2979_70_7	Chloroflexi	Decrease	Neither	Neither	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
14_0929_05_20cm_Bacteria_2980_55_9	Verrucomicrobia	Decrease	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
14_0929_05_20cm_Bacteria_2982_55_10	Verrucomicrobia	Decrease	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_0929_05_20cm_Bacteria_2986_55_7	Verrucomicrobia	Decrease	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_0929_05_20cm_Bradyrhizobium_3008_62_10	Alphaproteobacteria	Decrease	Neither	Neither	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	1	0	0	1	1	0	0	1
14_0929_05_20cm_Ktedonobacter_racemifer_3036_53_7	Chloroflexi	Neither	Neither	Neither	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0
14_0929_05_30cm_Acidobacteria_3216_65_8	Acidobacteria	Neither	Decrease	Decrease	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	1
14_0929_05_30cm_Bacteria_3176_67_7	RIF-WS3X	Increase	Increase	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
14_0929_05_30cm_Bacteria_3201_66_8	Chloroflexi	Neither	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
14_0929_05_30cm_Bacteria_3221_68_11	Chloroflexi	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1
14_0929_05_30cm_Bacteria_3223_55_8	Verrucomicrobia	Neither	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
14_0929_05_30cm_Bacteria_3237_55_16	Verrucomicrobia	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
14_0929_05_30cm_Bacteria_3252_59_8	Verrucomicrobia	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1
14_0929_05_30cm_Nitrospirae_3185_61_13	Nitrospirae	Increase	Neither	Neither	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	1
14_0929_05_30cm_Proteobacteria_3188_68_7	Gammaproteobacteria	Decrease	Neither	Neither	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	1
14_0929_05_30cm_Rokubacteria_3184_69_12	Rokubacteria	Increase	Neither	Neither	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1
14_0929_05_30cm_Rokubacteria_3187_68_7	Rokubacteria	Increase	Neither	Neither	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1
14_0929_05_40cm_Bacteria_3399_58_7	Acidobacteria	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	1
14_0929_05_40cm_Bacteria_3423_66_6	Acidobacteria	Increase	Neither	Neither	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
14_0929_05_40cm_Bacteria_3425_55_9	Verrucomicrobia	Increase	Neither	Decrease	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
14_0929_05_40cm_Bacteria_3436_68_16	Chloroflexi	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
14_0929_05_40cm_Bacteria_3445_55_9	Verrucomicrobia	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
14_0929_05_40cm_Bacteria_3448_68_17	Rokubacteria	Increase	Neither	Neither	1	0	1	1	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	1	0	0	0	0	0	1	0	0	1
14_0929_05_40cm_Bacteria_3450_68_11	Chloroflexi	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1
14_0929_05_40cm_Betaproteobacteria_3492_64_9	Betaproteobacteria	Increase	Neither	Decrease	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	1
14_0929_05_40cm_Euryarchaeota_3390_64_17	Euryarchaeota	Increase	Neither	Neither	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
14_0929_05_40cm_Euryarchaeota_3410_64_11	Euryarchaeota	Increase	Increase	Neither	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
14_0929_05_40cm_Euryarchaeota_3461_65_8	Euryarchaeota	Increase	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1
14_0929_05_40cm_Gemmatimonadetes_3476_66_7	Gemmatimonadetes	Increase	Neither	Decrease	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
14_0929_05_40cm_Nitrososphaera_3389_34_9	Thaumarchaeota	Increase	Increase	Decrease	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
14_0929_05_40cm_Thaumarchaeota_3480_35_9	Thaumarchaeota	Neither	Neither	Neither	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
14_0929_05_40cm_unknown_3413_53_7	Bathyarchaeota	Increase	Neither	Decrease	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
14_0929_05_40cm_unknown_3483_51_12	Bathyarchaeota	Increase	Neither	Decrease	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
14_0929_09_20cm_Acidobacteria_6741_56_8	Acidobacteria	Neither	Neither	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1
14_0929_09_20cm_Acidobacteriales_6726_56_6	Acidobacteria	Decrease	Increase	Neither	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1
14_0929_09_20cm_Bacteria_6715_55_10	Acidobacteria	Neither	Increase	Neither	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	1
